model iord timeinclumps nclumps
P0 849330 1.30 1
P0 849332 0.61 1
P0 849336 0.68 1
P0 849340 1.30 1
P0 849343 1.97 2
P0 849347 1.13 2
P0 849353 0.68 1
P0 849357 1.30 1
P0 849364 2.13 2
P0 849367 1.29 1
P0 849377 3.18 2
P0 849380 3.27 2
P0 849381 0.45 1
P0 849382 2.58 1
P0 849383 0.69 1
P0 849392 1.30 1
P0 849411 1.73 3
P0 849412 1.30 1
P0 849416 1.90 1
P0 849418 1.98 1
P0 849446 1.06 2
P0 849452 1.05 2
P0 849455 0.45 1
P0 849465 1.29 1
P0 849484 2.43 2
P0 849485 1.29 1
P0 849486 0.45 1
P0 849487 3.28 2
P0 849488 1.05 2
P0 849489 0.69 1
P0 849490 1.30 1
P0 849491 0.69 1
P0 849516 0.84 1
P0 849519 2.59 1
P0 849523 1.98 1
P0 849525 0.45 1
P0 849597 4.48 1
P0 849598 0.69 1
P0 849630 1.30 1
P0 849631 1.53 2
P0 849632 1.89 2
P0 849635 0.68 1
P0 849666 0.45 1
P0 849683 1.30 1
P0 849692 1.30 1
P0 849702 2.43 2
P0 849703 2.43 2
P0 849704 1.30 1
P0 849705 0.68 1
P0 849706 1.30 1
P0 849707 0.61 1
P0 849716 1.29 1
P0 849725 1.90 1
P0 849727 0.68 1
P0 849731 0.60 1
P0 849732 1.29 1
P0 849735 1.98 1
P0 849738 0.45 1
P0 849739 0.45 1
P0 849775 0.60 1
P0 849800 0.61 1
P0 849838 0.68 1
P0 849843 1.30 1
P0 849849 0.42 1
P0 849873 0.84 1
P0 849877 0.88 1
P0 849880 3.19 1
P0 849884 1.74 1
P0 849887 1.30 1
P0 849954 1.30 1
P0 849958 1.05 2
P0 849976 0.60 1
P0 849977 0.60 1
P0 849980 1.29 1
P0 849981 1.30 1
P0 849982 0.68 1
P0 849983 1.75 2
P0 849986 0.68 1
P0 849989 3.18 2
P0 849993 1.74 1
P0 850011 1.29 1
P0 850012 1.30 1
P0 850016 2.58 1
P0 850017 0.68 1
P0 850022 0.84 1
P0 850024 1.90 1
P0 850025 0.60 1
P0 850031 1.28 2
P0 850049 1.30 1
P0 850052 2.58 1
P0 850054 0.60 1
P0 850059 2.58 1
P0 850060 1.30 1
P0 850063 0.60 1
P0 850066 0.61 1
P0 850083 1.30 1
P0 850088 0.60 1
P0 850090 0.60 1
P0 850091 2.51 2
P0 850098 1.30 1
P0 850103 1.90 1
P0 850126 1.98 1
P0 850132 1.90 1
P0 850133 0.68 1
P0 850138 1.30 1
P0 850142 1.74 1
P0 850160 0.68 1
P0 850161 0.68 1
P0 850163 1.89 2
P0 850173 0.60 1
P0 850175 0.68 1
P0 850182 0.60 1
P0 850185 0.68 1
P0 850188 0.68 1
P0 850189 1.90 1
P0 850192 0.68 1
P0 850193 1.90 1
P0 850195 0.68 1
P0 850197 2.59 2
P0 850198 0.60 1
P0 850199 0.60 1
P0 850200 1.28 2
P0 850203 3.47 2
P0 850204 1.90 1
P0 850205 0.60 1
P0 850207 0.84 1
P0 850208 1.98 1
P0 850209 1.30 1
P0 850210 1.90 1
P0 850211 1.98 1
P0 850213 1.29 1
P0 850216 0.68 1
P0 850217 1.30 1
P0 850224 1.30 1
P0 850225 0.60 1
P0 850226 1.29 1
P0 850228 1.30 1
P0 850229 0.68 1
P0 850230 1.98 1
P0 850233 1.29 1
P0 850234 1.90 1
P0 850236 0.68 1
P0 850237 2.58 1
P0 850238 0.68 1
P0 850239 1.90 1
P0 850241 0.60 1
P0 850243 0.60 1
P0 850244 1.90 1
P0 850246 1.30 1
P0 850247 1.98 1
P0 850254 1.30 1
P0 850258 0.60 1
P0 850259 2.58 1
P0 850261 0.61 1
P0 850263 0.68 1
P0 850266 0.60 1
P0 850269 0.60 1
P0 850270 0.60 1
P0 850271 1.90 1
P0 850272 0.68 1
P0 850273 2.57 3
P0 850274 1.89 2
P0 850276 0.60 1
P0 850277 1.90 1
P0 850278 0.84 1
P0 850279 2.14 2
P0 850282 0.60 1
P0 850283 1.90 1
P0 850287 1.74 1
P0 850294 1.74 1
P0 850295 0.60 1
P0 850298 1.29 1
P0 850299 0.68 1
P0 850300 0.68 1
P0 850302 1.98 1
P0 850303 1.98 1
P0 850305 1.98 1
P0 850306 0.60 1
P0 850307 1.90 1
P0 850310 1.30 1
P0 850311 0.60 1
P0 850312 1.28 2
P0 850315 1.90 1
P0 850318 0.60 1
P0 850326 0.68 1
P0 850330 1.29 1
P0 850331 0.68 1
P0 850336 1.30 1
P0 850338 1.30 1
P0 850339 1.29 1
P0 850340 0.60 1
P0 850341 0.68 1
P0 850343 1.28 2
P0 850345 0.60 1
P0 850346 1.30 1
P0 850347 2.59 2
P0 850348 3.86 3
P0 850350 0.60 1
P0 850351 1.30 1
P0 850352 1.90 1
P0 850353 1.90 1
P0 850354 0.60 1
P0 850355 0.60 1
P0 850366 0.68 1
P0 850367 0.68 1
P0 850373 1.98 1
P0 850377 0.60 1
P0 850378 1.97 2
P0 850379 0.60 1
P0 850380 0.61 1
P0 850382 0.60 1
P0 850384 1.30 1
P0 850388 1.89 2
P0 850389 0.60 1
P0 850390 1.30 1
P0 850391 1.30 1
P0 850393 1.30 1
P0 850395 0.60 1
P0 850397 1.28 2
P0 850398 0.60 1
P0 850399 1.30 1
P0 850400 0.60 1
P0 850401 1.89 2
P0 850402 2.58 1
P0 850403 1.30 1
P0 850404 3.19 1
P0 850405 1.89 2
P0 850406 1.90 1
P0 850407 0.60 1
P0 850408 0.68 1
P0 850409 1.30 1
P0 850410 1.30 1
P0 850411 1.28 2
P0 850412 1.90 1
P0 850413 1.29 1
P0 850417 1.90 1
P0 850419 2.59 2
P0 850420 1.98 1
P0 850424 1.98 1
P0 850426 0.68 1
P0 850431 2.51 2
P0 850432 1.30 1
P0 850435 1.90 1
P0 850436 1.74 1
P0 850437 1.90 1
P0 850438 0.60 1
P0 850439 0.60 1
P0 850440 0.68 1
P0 850441 1.90 1
P0 850442 1.90 1
P0 850443 1.90 1
P0 850444 1.98 1
P0 850445 1.30 1
P0 850446 1.30 1
P0 850447 1.30 1
P0 850448 2.58 1
P0 850449 0.60 1
P0 850450 0.60 1
P0 850452 2.58 1
P0 850453 1.90 1
P0 850455 0.60 1
P0 850456 1.90 1
P0 850457 2.59 2
P0 850458 2.58 1
P0 850459 2.58 1
P0 850461 1.05 2
P0 850463 0.68 1
P0 850465 2.14 2
P0 850467 1.29 1
P0 850468 3.19 1
P0 850469 0.60 1
P0 850470 0.60 1
P0 850471 0.60 1
P0 850473 0.68 1
P0 850474 0.60 1
P0 850475 0.60 1
P0 850477 0.60 1
P0 850478 1.90 1
P0 850480 2.59 2
P0 850481 1.30 1
P0 850482 1.90 1
P0 850483 0.60 1
P0 850484 1.30 1
P0 850485 1.90 1
P0 850487 1.90 1
P0 850488 1.28 2
P0 850490 1.90 1
P0 850491 1.90 1
P0 850492 1.90 1
P0 850495 3.19 1
P0 850496 3.69 2
P0 850497 1.90 1
P0 850498 1.30 1
P0 850499 1.30 1
P0 850502 1.30 1
P0 850505 1.21 2
P0 850506 0.68 1
P0 850507 0.60 1
P0 850508 0.60 1
P0 850509 2.58 1
P0 850511 3.19 1
P0 850513 1.28 2
P0 850514 0.60 1
P0 850515 0.60 1
P0 850516 0.60 1
P0 850518 1.28 2
P0 850520 1.30 1
P0 850522 1.90 1
P0 850523 1.30 1
P0 850524 0.60 1
P0 850526 1.21 2
P0 850527 1.30 1
P0 850529 1.90 1
P0 850532 2.58 1
P0 850533 2.58 1
P0 850534 1.90 1
P0 850538 0.45 1
P0 850539 1.30 1
P0 850542 1.90 2
P0 850543 1.30 1
P0 850544 2.34 2
P0 850545 4.32 2
P0 850546 1.98 1
P0 850547 0.60 1
P0 850549 1.89 2
P0 850551 0.60 1
P0 850553 1.28 2
P0 850554 1.74 1
P0 850555 0.60 1
P0 850558 2.58 1
P0 850559 2.58 1
P0 850560 1.90 1
P0 850561 1.30 1
P0 850562 0.61 1
P0 850563 3.19 2
P0 850564 3.19 2
P0 850565 1.90 1
P0 850568 1.90 1
P0 850569 0.60 1
P0 850570 0.60 1
P0 850571 1.30 1
P0 850575 0.61 1
P0 850576 0.61 1
P0 850578 0.68 1
P0 850579 2.58 1
P0 850580 0.60 1
P0 850581 0.60 1
P0 850582 0.60 1
P0 850583 2.50 2
P0 850584 0.60 1
P0 850585 0.68 1
P0 850586 0.60 1
P0 850589 2.51 2
P0 850590 2.58 1
P0 850591 1.28 2
P0 850593 1.90 1
P0 850596 0.60 1
P0 850597 2.58 1
P0 850598 0.61 1
P0 850599 1.30 1
P0 850600 0.60 1
P0 850601 1.90 1
P0 850602 0.60 1
P0 850604 2.58 1
P0 850607 2.74 2
P0 850609 1.90 1
P0 850610 0.60 1
P0 850611 1.30 1
P0 850612 1.97 2
P0 850614 2.43 2
P0 850615 0.68 1
P0 850617 1.98 1
P0 850618 0.60 1
P0 850619 1.98 1
P0 850621 1.30 1
P0 850624 1.30 1
P0 850625 1.98 1
P0 850628 1.30 1
P0 850629 1.30 1
P0 850630 0.68 1
P0 850634 1.98 1
P0 850637 0.45 1
P0 850638 2.59 1
P0 850639 1.29 1
P0 850641 1.30 1
P0 850643 1.30 1
P0 850644 3.18 2
P0 850645 0.60 1
P0 850646 0.60 1
P0 850649 0.68 1
P0 850650 1.89 2
P0 850652 1.90 1
P0 850654 1.90 1
P0 850655 4.48 1
P0 850656 0.60 1
P0 850657 1.97 2
P0 850658 1.90 1
P0 850659 1.30 1
P0 850660 1.29 1
P0 850661 1.30 1
P0 850663 1.30 1
P0 850664 0.61 1
P0 850667 1.28 2
P0 850668 1.98 1
P0 850671 1.30 1
P0 850673 0.61 1
P0 850675 1.30 1
P0 850676 0.68 1
P0 850678 1.30 1
P0 850681 1.28 2
P0 850682 1.90 1
P0 850683 1.90 1
P0 850686 1.90 1
P0 850687 0.60 1
P0 850688 1.90 1
P0 850689 0.60 1
P0 850690 0.60 1
P0 850691 0.60 1
P0 850693 1.90 1
P0 850694 1.90 1
P0 850695 1.90 1
P0 850696 4.50 3
P0 850697 1.30 1
P0 850698 1.90 1
P0 850699 1.90 1
P0 850700 2.58 1
P0 850701 0.60 1
P0 850702 1.30 1
P0 850703 0.60 1
P0 850704 2.57 3
P0 850706 1.30 1
P0 850709 1.91 2
P0 850710 2.14 2
P0 850711 1.28 2
P0 850712 1.89 2
P0 850714 1.30 1
P0 850716 1.90 1
P0 850717 1.28 2
P0 850718 0.61 1
P0 850719 2.58 1
P0 850720 1.28 2
P0 850721 1.89 2
P0 850722 1.28 2
P0 850723 2.58 1
P0 850724 1.90 1
P0 850725 1.90 1
P0 850726 1.90 1
P0 850727 0.60 1
P0 850728 1.98 1
P0 850729 1.30 1
P0 850730 0.60 1
P0 850731 1.90 1
P0 850734 1.90 1
P0 850736 1.30 1
P0 850738 2.58 1
P0 850740 1.98 1
P0 850741 0.60 1
P0 850743 1.98 1
P0 850744 0.60 1
P0 850746 2.58 1
P0 850747 1.30 1
P0 850748 1.90 1
P0 850752 0.68 1
P0 850753 0.61 1
P0 850754 1.28 2
P0 850756 1.90 1
P0 850757 0.68 1
P0 850759 0.60 1
P0 850760 1.28 2
P0 850762 1.90 1
P0 850763 0.60 1
P0 850764 1.98 1
P0 850765 1.90 1
P0 850766 1.90 1
P0 850768 1.90 1
P0 850771 2.58 1
P0 850772 1.30 1
P0 850773 1.90 1
P0 850774 1.30 1
P0 850776 3.26 2
P0 850782 1.90 1
P0 850783 1.28 2
P0 850784 1.90 1
P0 850785 0.60 1
P0 850786 1.90 1
P0 850787 1.13 2
P0 850789 2.58 1
P0 850790 0.68 1
P0 850791 0.60 1
P0 850792 2.82 2
P0 850793 1.98 1
P0 850794 1.28 2
P0 850798 1.90 1
P0 850800 1.90 1
P0 850802 1.28 2
P0 850803 1.90 1
P0 850804 0.60 1
P0 850805 2.58 1
P0 850808 1.90 1
P0 850810 1.28 2
P0 850812 0.60 1
P0 850813 2.58 1
P0 850814 1.90 1
P0 850815 3.19 1
P0 850820 3.80 2
P0 850822 1.29 1
P0 850824 1.90 1
P0 850828 1.29 1
P0 850830 2.59 2
P0 850831 1.30 1
P0 850834 1.30 1
P0 850835 1.30 1
P0 850836 0.68 1
P0 850837 1.29 1
P0 850838 1.30 1
P0 850845 1.29 1
P0 850853 1.30 1
P0 850854 0.45 1
P0 850857 1.30 1
P0 850859 0.68 1
P0 850860 0.60 1
P0 850861 1.98 1
P0 850862 0.60 1
P0 850863 1.29 1
P0 850864 0.61 1
P0 850866 1.90 1
P0 850868 0.68 1
P0 850869 3.72 2
P0 850872 1.30 1
P0 850873 1.30 1
P0 850874 1.30 1
P0 850876 1.91 2
P0 850879 1.98 1
P0 850880 1.30 1
P0 850884 1.30 1
P0 850887 2.59 2
P0 850891 1.30 1
P0 850893 0.68 1
P0 850896 1.98 1
P0 850897 1.28 2
P0 850903 1.89 2
P0 850905 0.68 1
P0 850907 1.28 2
P0 850908 1.90 1
P0 850909 2.50 2
P0 850910 1.30 1
P0 850911 1.30 1
P0 850913 1.98 1
P0 850914 0.60 1
P0 850915 1.90 1
P0 850916 1.98 1
P0 850917 0.68 1
P0 850920 1.30 1
P0 850921 1.90 1
P0 850923 0.68 1
P0 850924 0.68 1
P0 850925 0.61 1
P0 850927 1.98 1
P0 850928 1.30 1
P0 850933 1.28 2
P0 850938 0.60 1
P0 850939 0.60 1
P0 850940 0.60 1
P0 850941 1.28 2
P0 850943 1.89 2
P0 850944 1.30 1
P0 850945 4.48 1
P0 850946 1.90 1
P0 850947 0.60 1
P0 850948 1.30 1
P0 850949 1.90 1
P0 850952 0.60 1
P0 850953 2.59 2
P0 850954 0.61 1
P0 850956 1.90 1
P0 850957 2.58 1
P0 850958 1.28 2
P0 850959 3.87 1
P0 850960 1.98 1
P0 850961 2.42 2
P0 850962 2.58 1
P0 850963 2.59 2
P0 850964 0.68 1
P0 850968 1.30 1
P0 850970 1.74 1
P0 850972 0.68 1
P0 850974 0.60 1
P0 850975 0.60 1
P0 850976 0.60 1
P0 850978 1.90 1
P0 850979 0.60 1
P0 850980 0.68 1
P0 850982 0.60 1
P0 850983 0.60 1
P0 850984 2.58 1
P0 850985 0.60 1
P0 850987 1.90 1
P0 850988 1.90 1
P0 850989 1.90 1
P0 850990 1.90 1
P0 850991 1.30 1
P0 850992 0.60 1
P0 850993 1.90 1
P0 850994 1.29 1
P0 850995 1.30 1
P0 850996 1.90 1
P0 850997 1.30 1
P0 850998 1.90 1
P0 850999 0.60 1
P0 851000 3.87 2
P0 851001 0.68 1
P0 851004 0.68 1
P0 851005 1.97 2
P0 851008 0.61 1
P0 851010 0.68 1
P0 851011 2.58 1
P0 851012 1.90 1
P0 851013 1.30 1
P0 851015 1.90 1
P0 851016 2.50 2
P0 851018 0.60 1
P0 851019 1.98 1
P0 851020 1.90 1
P0 851021 2.51 2
P0 851022 1.90 1
P0 851023 2.58 1
P0 851025 0.68 1
P0 851026 0.60 1
P0 851027 2.58 1
P0 851028 2.58 1
P0 851030 3.19 2
P0 851031 1.30 1
P0 851032 2.14 2
P0 851033 1.90 1
P0 851034 0.60 1
P0 851035 2.58 1
P0 851037 1.30 1
P0 851039 1.90 1
P0 851061 0.61 1
P0 851076 0.42 1
P0 851082 0.68 1
P0 851102 0.61 1
P0 851103 2.59 2
P0 851109 1.98 1
P0 851110 0.45 1
P0 851113 1.29 1
P0 851118 1.29 1
P0 851119 2.58 2
P0 851124 0.68 1
P0 851125 1.30 1
P0 851160 0.61 1
P0 851161 0.45 1
P0 851166 1.30 1
P0 851168 2.58 1
P0 851172 2.59 2
P0 851173 1.30 1
P0 851192 0.42 1
P0 851196 1.30 1
P0 851197 1.30 1
P0 851202 1.30 1
P0 851203 1.30 1
P0 851205 0.68 1
P0 851208 1.98 1
P0 851209 1.98 1
P0 851215 1.98 1
P0 851228 1.29 1
P0 851232 1.44 2
P0 851240 0.60 1
P0 851244 1.30 1
P0 851245 1.30 1
P0 851246 1.30 1
P0 851248 1.90 2
P0 851251 1.30 1
P0 851491 1.29 1
P0 851502 1.29 1
P0 851505 1.29 1
P0 851536 1.29 1
P0 851541 2.58 1
P0 851570 0.45 1
P0 851578 1.90 1
P0 851612 1.29 1
P0 851648 1.29 1
P0 851900 1.74 1
P0 852371 1.90 1
P0 852515 2.74 1
P0 852551 0.88 1
P0 852554 1.90 1
P0 852560 1.29 1
P0 852566 3.19 2
P0 852577 1.90 1
P0 852580 0.61 1
P0 852581 1.29 1
P0 852582 1.90 1
P0 852585 0.60 1
P0 852586 1.30 2
P0 852591 3.46 3
P0 852596 0.45 1
P0 852601 2.74 1
P0 852602 0.61 1
P0 852606 1.06 2
P0 852608 1.29 1
P0 852611 3.19 2
P0 852612 0.61 1
P0 852614 1.29 1
P0 852615 1.30 1
P0 852616 0.68 1
P0 852617 0.69 1
P0 852620 1.30 1
P0 852622 1.37 2
P0 852623 0.45 1
P0 852631 1.29 1
P0 852632 0.61 1
P0 852636 0.61 1
P0 852641 0.42 1
P0 852644 1.90 1
P0 852648 1.90 1
P0 852649 2.58 2
P0 852651 1.98 1
P0 852652 0.60 1
P0 852653 0.68 1
P0 852656 1.30 1
P0 852657 1.30 1
P0 852658 0.45 1
P0 852659 0.60 1
P0 852662 0.61 1
P0 852663 1.90 1
P0 852667 1.29 1
P0 852673 0.61 1
P0 852677 1.28 2
P0 852678 0.61 1
P0 852682 0.60 1
P0 852685 1.90 1
P0 852688 1.30 1
P0 852689 3.51 3
P0 852694 1.29 1
P0 852695 0.45 1
P0 852703 1.90 1
P0 852709 1.90 1
P0 852716 2.58 2
P0 852719 1.29 1
P0 852720 2.35 2
P0 852722 0.68 1
P0 852724 1.90 1
P0 852730 0.69 1
P0 852731 0.45 1
P0 852735 1.06 2
P0 852743 1.30 1
P0 852745 1.90 1
P0 852747 0.45 1
P0 852750 1.90 1
P0 852754 2.51 2
P0 852755 1.30 1
P0 852756 1.90 1
P0 852759 0.60 1
P0 852760 1.90 1
P0 852761 0.69 1
P0 852762 0.61 1
P0 852765 0.60 1
P0 852766 2.59 1
P0 852768 0.61 1
P0 852770 2.58 1
P0 852771 0.60 1
P0 852772 0.45 1
P0 852773 1.29 1
P0 852775 3.27 2
P0 852781 3.19 2
P0 852782 1.30 1
P0 852784 1.97 2
P0 852786 1.90 1
P0 852787 1.98 2
P0 852788 0.60 1
P0 852789 0.68 1
P0 852790 1.30 1
P0 852791 1.30 1
P0 852792 1.99 2
P0 852794 0.45 1
P0 852795 0.69 1
P0 852796 1.30 1
P0 852797 0.60 1
P0 852799 1.99 2
P0 852800 1.90 1
P0 852810 1.29 1
P0 852813 1.30 1
P0 852816 1.98 1
P0 852817 1.30 1
P0 852818 1.30 1
P0 852820 1.30 1
P0 852821 0.45 1
P0 852822 1.30 1
P0 852823 1.97 2
P0 852824 1.30 1
P0 852826 0.45 1
P0 852830 0.88 1
P0 852831 3.87 2
P0 852832 2.58 1
P0 852833 1.29 2
P0 852834 1.99 2
P0 852836 3.65 3
P0 852837 1.30 1
P0 852839 1.30 1
P0 852842 1.30 1
P0 852844 1.30 1
P0 852846 0.45 1
P0 852847 1.30 1
P0 852849 0.69 1
P0 852850 2.20 3
P0 852853 2.59 1
P0 852854 1.29 1
P0 852855 1.98 1
P0 852858 0.69 1
P0 852859 1.28 2
P0 852860 0.45 1
P0 852863 0.69 1
P0 852864 2.34 3
P0 852865 1.98 1
P0 852868 1.05 1
P0 852871 1.30 1
P0 852873 0.60 1
P0 852875 0.69 2
P0 852876 0.45 1
P0 852878 1.29 1
P0 852880 1.30 1
P0 852885 1.75 2
P0 852886 0.45 1
P0 852888 1.97 2
P0 852889 0.68 1
P0 852890 0.45 1
P0 852891 1.28 2
P0 852892 1.30 1
P0 852894 1.30 1
P0 852895 2.36 3
P0 852900 0.45 1
P0 852903 0.60 1
P0 852905 0.68 1
P0 852906 0.69 1
P0 852909 0.60 1
P0 852910 0.45 1
P0 852914 1.75 2
P0 852916 0.45 1
P0 852917 0.45 1
P0 852918 4.49 2
P0 852921 0.45 1
P0 852922 1.29 1
P0 852925 0.69 1
P0 852926 0.68 1
P0 852927 0.60 1
P0 852930 1.30 1
P0 852931 1.75 2
P0 852935 1.90 1
P0 852936 0.60 1
P0 852937 2.50 2
P0 852938 1.30 1
P0 852939 1.21 2
P0 852940 1.73 3
P0 852941 0.42 1
P0 852943 1.90 1
P0 852944 0.60 1
P0 852945 1.90 1
P0 852946 0.61 1
P0 852949 3.03 2
P0 852950 0.60 1
P0 852951 1.30 1
P0 852952 0.45 1
P0 852953 0.69 1
P0 852954 0.68 1
P0 852955 0.68 1
P0 852956 0.45 1
P0 852957 3.73 3
P0 852959 1.28 2
P0 852960 1.29 1
P0 852961 2.35 2
P0 852962 0.60 1
P0 852963 1.30 1
P0 852964 1.37 2
P0 852965 0.45 1
P0 852966 0.60 1
P0 852967 0.68 1
P0 852970 0.45 1
P0 852971 0.68 1
P0 852972 0.45 1
P0 852974 1.28 2
P0 852975 0.69 1
P0 852976 1.30 1
P0 852977 0.45 1
P0 852978 1.90 1
P0 852987 0.60 1
P0 852988 1.82 2
P0 852990 0.69 1
P0 852991 2.14 2
P0 852994 1.98 1
P0 852996 0.45 1
P0 852997 2.35 2
P0 852999 0.69 1
P0 853000 1.99 2
P0 853002 0.68 1
P0 853003 3.04 1
P0 853004 0.60 1
P0 853005 0.68 1
P0 853006 0.69 1
P0 853009 1.20 2
P0 853010 0.60 1
P0 853011 0.68 1
P0 853012 1.37 2
P0 853014 0.68 1
P0 853019 0.69 1
P0 853023 2.43 2
P0 853024 0.61 1
P0 853025 0.45 1
P0 853026 0.45 1
P0 853027 0.69 1
P0 853028 0.68 1
P0 853032 0.45 1
P0 853033 1.98 1
P0 853034 1.29 1
P0 853035 0.69 1
P0 853036 1.30 1
P0 853037 0.60 1
P0 853039 0.60 1
P0 853042 1.28 2
P0 853043 0.60 1
P0 853047 1.90 1
P0 853048 0.60 1
P0 853050 1.30 1
P0 853051 1.05 2
P0 853052 2.35 2
P0 853055 1.99 2
P0 853056 1.29 1
P0 853059 0.60 1
P0 853060 2.58 1
P0 853061 0.45 1
P0 853062 0.68 1
P0 853064 2.60 3
P0 853065 0.69 1
P0 853066 1.99 2
P0 853067 1.30 1
P0 853068 0.45 1
P0 853070 1.14 1
P0 853072 0.60 1
P0 853073 2.94 3
P0 853075 1.20 2
P0 853076 1.98 1
P0 853077 0.60 1
P0 853080 0.45 1
P0 853084 0.73 2
P0 853085 0.73 2
P0 853086 0.45 1
P0 853087 0.60 1
P0 853088 1.14 1
P0 853090 1.13 2
P0 853091 1.90 1
P0 853092 1.30 1
P0 853094 0.69 1
P0 853096 1.13 2
P0 853099 0.45 1
P0 853100 0.60 1
P0 853101 1.91 2
P0 853102 1.05 1
P0 853103 1.29 1
P0 853104 2.43 2
P0 853105 1.20 2
P0 853107 1.29 1
P0 853108 0.69 1
P0 853109 1.29 1
P0 853110 1.30 1
P0 853112 1.30 1
P0 853114 1.30 1
P0 853117 2.91 3
P0 853119 1.28 2
P0 853126 2.59 1
P0 853129 0.60 1
P0 853130 1.89 2
P0 853131 1.28 2
P0 853132 1.98 2
P0 853133 2.35 2
P0 853134 2.58 2
P0 853136 1.30 1
P0 853137 1.29 2
P0 853138 1.73 3
P0 853139 0.60 1
P0 853140 0.68 1
P0 853141 0.45 1
P0 853145 0.45 1
P0 853146 1.73 3
P0 853147 1.98 1
P0 853148 1.05 2
P0 853149 0.69 1
P0 853152 1.52 3
P0 853153 0.60 1
P0 853154 1.30 1
P0 853155 1.90 1
P0 853159 1.28 2
P0 853160 1.30 1
P0 853163 1.30 1
P0 853164 1.37 2
P0 853165 1.29 1
P0 853170 2.59 1
P0 853172 1.90 1
P0 853173 1.29 2
P0 853177 0.60 1
P0 853178 1.29 1
P0 853180 0.69 1
P0 853183 2.60 2
P0 853184 1.13 2
P0 853185 0.84 1
P0 853186 3.02 4
P0 853188 0.69 1
P0 853191 0.60 1
P0 853192 0.69 1
P0 853193 0.60 1
P0 853194 0.61 1
P0 853197 0.45 1
P0 853199 1.74 1
P0 853200 0.45 1
P0 853201 3.04 2
P0 853205 0.60 1
P0 853206 1.05 2
P0 853207 0.60 1
P0 853208 1.98 1
P0 853209 0.60 1
P0 853210 1.28 2
P0 853214 1.29 1
P0 853215 3.27 2
P0 853216 0.60 1
P0 853217 0.60 1
P0 853221 0.45 1
P0 853223 1.45 2
P0 853224 0.69 1
P0 853226 1.90 2
P0 853228 0.60 1
P0 853229 2.59 1
P0 853230 0.69 1
P0 853231 1.30 1
P0 853235 1.90 1
P0 853236 1.30 1
P0 853237 3.03 2
P0 853238 0.60 1
P0 853240 1.98 1
P0 853241 1.75 2
P0 853243 1.30 1
P0 853244 1.97 2
P0 853246 0.60 1
P0 853247 1.29 1
P0 853248 0.68 1
P0 853252 1.30 1
P0 853253 1.30 1
P0 853254 0.45 1
P0 853259 2.35 2
P0 853260 0.69 1
P0 853262 0.60 1
P0 853263 0.69 1
P0 853264 1.21 2
P0 853265 0.60 1
P0 853266 1.90 1
P0 853267 1.29 1
P0 853268 1.75 2
P0 853269 0.60 1
P0 853271 0.60 1
P0 853272 1.29 1
P0 853274 1.29 1
P0 853275 0.45 1
P0 853276 0.68 1
P0 853277 2.58 1
P0 853278 0.60 1
P0 853279 1.30 1
P0 853280 0.60 1
P0 853281 0.69 1
P0 853282 2.14 2
P0 853283 1.28 2
P0 853286 0.60 1
P0 853287 0.60 1
P0 853288 1.98 1
P0 853289 1.21 2
P0 853293 2.57 3
P0 853295 1.99 2
P0 853296 0.69 1
P0 853297 2.67 2
P0 853298 1.90 1
P0 853300 1.37 2
P0 853304 0.60 1
P0 853305 1.90 1
P0 853308 1.28 2
P0 853311 1.29 1
P0 853315 0.45 1
P0 853317 3.20 2
P0 853318 0.69 1
P0 853320 1.98 1
P0 853322 1.14 1
P0 853324 0.60 1
P0 853328 2.59 1
P0 853330 0.45 1
P0 853331 0.45 1
P0 853332 0.45 1
P0 853333 1.90 1
P0 853337 1.28 2
P0 853338 3.11 3
P0 853340 1.21 2
P0 853342 0.45 1
P0 853343 2.44 2
P0 853344 0.60 1
P0 853347 0.60 1
P0 853348 1.30 1
P0 853351 2.59 1
P0 853352 1.30 1
P0 853354 2.58 1
P0 853355 1.30 1
P0 853356 0.68 1
P0 853357 0.45 1
P0 853358 1.29 1
P0 853363 0.68 1
P0 853364 0.60 1
P0 853374 0.69 1
P0 853376 3.18 2
P0 853378 1.30 1
P0 853381 3.12 2
P0 853382 0.84 1
P0 853386 1.91 2
P0 853388 0.69 1
P0 853389 1.30 1
P0 853391 0.84 1
P0 853392 1.90 1
P0 853394 0.60 1
P0 853395 1.05 2
P0 853396 0.68 1
P0 853397 0.69 1
P0 853398 1.13 2
P0 853400 0.60 1
P0 853402 1.65 2
P0 853403 2.59 2
P0 853405 0.60 1
P0 853406 1.98 1
P0 853412 1.21 2
P0 853416 0.68 1
P0 853417 1.29 1
P0 853422 1.14 1
P0 853423 1.14 1
P0 853424 0.68 1
P0 853425 0.69 1
P0 853428 1.29 1
P0 853430 1.14 1
P0 853437 0.45 1
P0 853438 1.28 2
P0 853439 0.60 1
P0 853440 1.98 1
P0 853441 2.58 1
P0 853443 0.45 1
P0 853445 0.68 1
P0 853446 1.90 1
P0 853448 0.60 1
P0 853449 1.90 1
P0 853450 0.45 1
P0 853451 0.68 1
P0 853452 0.60 1
P0 853453 1.21 2
P0 853457 0.61 1
P0 853458 1.05 2
P0 853459 0.68 1
P0 853460 1.90 1
P0 853461 1.30 1
P0 853465 1.14 1
P0 853466 0.45 1
P0 853468 1.28 2
P0 853469 1.90 1
P0 853470 1.90 1
P0 853471 0.45 1
P0 853472 0.69 1
