model iord timeinclumps nclumps
P0 853473 0.45 1
P0 853474 1.30 1
P0 853475 3.19 1
P0 853478 1.30 1
P0 853479 1.74 1
P0 853481 1.30 1
P0 853482 2.42 3
P0 853483 1.99 2
P0 853484 0.60 1
P0 853485 0.69 1
P0 853489 1.30 1
P0 853490 1.30 1
P0 853493 0.60 1
P0 853495 0.69 1
P0 853496 1.05 2
P0 853497 0.69 1
P0 853499 4.33 2
P0 853502 1.30 1
P0 853504 1.30 1
P0 853505 1.30 1
P0 853507 1.90 1
P0 853509 0.69 1
P0 853510 1.75 2
P0 853512 1.98 1
P0 853514 2.44 3
P0 853516 2.59 1
P0 853517 1.05 2
P0 853518 0.24 1
P0 853519 0.68 1
P0 853520 0.45 1
P0 853522 1.99 2
P0 853523 1.05 2
P0 853524 0.68 1
P0 853530 1.99 2
P0 853532 0.68 1
P0 853535 2.59 1
P0 853536 0.68 1
P0 853538 1.30 1
P0 853539 1.74 1
P0 853540 1.90 1
P0 853544 1.53 2
P0 853546 3.19 1
P0 853547 0.60 1
P0 853548 0.68 1
P0 853549 0.69 1
P0 853551 0.60 1
P0 853553 1.05 2
P0 853555 1.90 1
P0 853557 1.90 2
P0 853559 0.45 1
P0 853563 0.68 1
P0 853565 0.60 1
P0 853569 1.98 1
P0 853570 0.69 1
P0 853572 0.45 1
P0 853575 0.61 1
P0 853578 2.67 2
P0 853582 2.13 1
P0 853587 0.69 1
P0 853588 0.69 1
P0 853589 0.45 1
P0 853592 2.57 3
P0 853594 3.20 2
P0 853596 1.90 1
P0 853597 1.90 1
P0 853600 1.29 1
P0 853601 1.30 1
P0 853602 1.21 2
P0 853603 1.30 1
P0 853606 0.69 1
P0 853608 1.29 1
P0 853609 1.90 1
P0 853611 1.74 1
P0 853612 1.89 2
P0 853613 1.30 1
P0 853615 0.60 1
P0 853618 1.74 2
P0 853621 2.50 2
P0 853623 1.52 2
P0 853624 2.35 2
P0 853625 1.98 1
P0 853627 1.98 2
P0 853628 1.05 1
P0 853629 1.13 2
P0 853631 3.00 2
P0 853636 0.60 1
P0 853637 3.87 2
P0 853639 0.68 1
P0 853643 1.30 1
P0 853645 0.60 1
P0 853646 2.59 2
P0 853647 0.68 1
P0 853648 0.60 1
P0 853649 0.60 1
P0 853650 2.58 1
P0 853651 0.69 1
P0 853652 0.60 1
P0 853655 0.61 1
P0 853656 1.98 2
P0 853657 2.60 3
P0 853658 1.29 1
P0 853661 1.90 1
P0 853663 0.69 1
P0 853664 3.28 3
P0 853666 0.45 1
P0 853671 0.61 1
P0 853672 0.61 1
P0 853675 0.61 1
P0 853677 0.68 1
P0 853679 0.60 1
P0 853682 0.68 1
P0 853684 0.60 1
P0 853685 1.05 2
P0 853686 1.28 2
P0 853687 2.50 2
P0 853690 0.60 1
P0 853693 0.69 1
P0 853694 0.69 1
P0 853695 0.60 1
P0 853696 0.68 1
P0 853697 0.60 1
P0 853699 0.69 1
P0 853700 0.69 1
P0 853701 0.68 1
P0 853702 1.90 1
P0 853703 0.60 1
P0 853707 0.60 1
P0 853717 1.90 1
P0 853719 1.30 1
P0 853722 0.69 1
P0 853725 0.69 1
P0 853726 1.13 2
P0 853727 1.21 2
P0 853729 1.29 1
P0 853730 0.69 1
P0 853731 1.30 1
P0 853732 3.19 1
P0 853733 1.90 1
P0 853735 2.59 2
P0 853736 0.69 1
P0 853737 1.44 2
P0 853739 1.98 1
P0 853740 0.68 1
P0 853744 0.68 1
P0 853746 0.60 1
P0 853747 0.68 1
P0 853754 1.28 2
P0 853758 2.59 2
P0 853759 0.69 1
P0 853760 0.60 1
P0 853761 0.60 1
P0 853763 1.98 1
P0 853764 0.84 1
P0 853766 1.30 1
P0 853767 0.60 1
P0 853770 0.60 1
P0 853772 0.69 1
P0 853773 1.99 2
P0 853775 2.58 1
P0 853776 0.60 1
P0 853777 1.30 2
P0 853781 0.61 1
P0 853782 1.37 2
P0 853783 0.69 1
P0 853784 1.30 1
P0 853789 1.30 1
P0 853790 0.69 1
P0 853796 1.89 2
P0 853799 1.28 2
P0 853800 0.60 1
P0 853801 1.30 1
P0 853802 0.84 1
P0 853803 0.69 1
P0 853805 1.90 1
P0 853806 0.45 1
P0 853807 1.30 1
P0 853808 0.60 1
P0 853809 0.69 1
P0 853813 1.30 1
P0 853814 1.99 2
P0 853817 1.29 1
P0 853818 0.69 1
P0 853819 1.29 1
P0 853820 0.69 1
P0 853821 1.97 2
P0 853825 0.69 1
P0 853826 0.69 1
P0 853828 1.28 2
P0 853830 1.30 1
P0 853831 0.60 1
P0 853832 0.69 1
P0 853833 0.68 1
P0 853839 2.35 2
P0 853840 0.61 1
P0 853844 3.96 3
P0 853847 1.99 2
P0 853849 0.60 1
P0 853855 0.68 1
P0 853856 1.98 1
P0 853860 0.68 1
P0 853862 1.30 1
P0 853866 1.98 1
P0 853869 1.30 1
P0 853871 3.88 1
P0 853872 1.30 1
P0 853876 0.68 1
P0 853877 0.68 1
P0 853878 2.59 2
P0 853880 1.29 1
P0 853881 0.61 1
P0 853885 1.89 2
P0 853886 0.60 1
P0 853887 1.90 1
P0 853888 1.90 1
P0 853889 1.28 2
P0 853890 3.19 2
P0 853891 1.30 1
P0 853892 1.30 1
P0 853893 1.98 1
P0 853895 0.68 1
P0 853898 1.30 1
P0 853904 1.30 1
P0 853907 1.30 1
P0 853908 0.60 1
P0 853910 1.30 1
P0 853913 1.75 2
P0 853914 1.30 1
P0 853916 3.03 2
P0 853922 0.60 1
P0 853923 2.58 1
P0 853925 2.58 1
P0 853928 0.60 1
P0 853929 1.98 1
P0 853930 1.90 1
P0 853931 3.19 1
P0 853932 2.14 2
P0 853933 1.90 1
P0 853935 0.60 1
P0 853937 1.30 1
P0 853940 1.30 1
P0 853941 1.29 1
P0 853944 0.68 1
P0 853945 1.28 2
P0 853946 1.29 1
P0 853950 4.48 1
P0 853951 1.98 1
P0 853952 2.42 2
P0 853953 1.30 1
P0 853958 0.60 1
P0 853960 1.29 1
P0 853962 1.29 1
P0 853963 0.61 1
P0 853964 1.21 2
P0 853966 2.58 1
P0 853969 1.30 1
P0 853970 1.89 2
P0 853971 1.90 1
P0 853972 0.45 1
P0 853973 1.28 2
P0 853974 1.90 1
P0 853975 0.60 1
P0 853976 0.60 1
P0 853977 0.60 1
P0 853979 1.30 1
P0 853980 1.30 1
P0 853982 0.60 1
P0 853983 0.45 1
P0 853985 1.98 1
P0 853986 0.60 1
P0 853988 1.21 2
P0 853989 3.43 2
P0 853990 1.98 1
P0 853992 1.28 2
P0 853993 0.60 1
P0 853994 0.60 1
P0 853995 2.51 2
P0 853996 1.21 2
P0 853997 0.60 1
P0 854001 1.90 1
P0 854002 0.60 1
P0 854003 0.60 1
P0 854006 1.90 1
P0 854007 3.19 2
P0 854008 1.90 1
P0 854009 0.60 1
P0 854011 1.90 1
P0 854013 0.60 1
P0 854014 1.28 2
P0 854015 1.98 1
P0 854017 1.98 1
P0 854019 0.60 1
P0 854020 0.60 1
P0 854024 1.30 1
P0 854031 1.30 1
P0 854033 0.60 1
P0 854034 0.68 1
P0 854035 0.60 1
P0 854036 0.60 1
P0 854037 1.90 1
P0 854038 1.30 1
P0 854041 1.29 1
P0 854042 0.60 1
P0 854043 4.48 1
P0 854044 1.98 1
P0 854045 3.87 2
P0 854048 1.90 1
P0 854049 1.90 1
P0 854050 1.89 2
P0 854052 0.68 1
P0 854053 1.30 1
P0 854054 2.58 1
P0 854055 0.60 1
P0 854056 1.28 2
P0 854057 2.50 2
P0 854059 1.98 1
P0 854062 1.05 2
P0 854065 0.60 1
P0 854066 2.75 3
P0 854068 1.30 1
P0 854074 1.30 1
P0 854088 2.74 1
P0 854097 0.68 1
P0 854098 1.30 1
P0 854100 0.61 1
P0 854102 1.30 1
P0 854108 3.27 2
P0 854109 1.30 1
P0 854110 1.30 1
P0 854111 1.30 1
P0 854112 1.30 1
P0 854113 0.68 1
P0 854115 1.30 1
P0 854116 1.30 1
P0 854124 1.30 1
P0 854126 1.91 2
P0 854128 0.61 1
P0 854135 2.59 2
P0 854138 0.60 1
P0 854139 1.90 1
P0 854142 0.60 1
P0 854143 0.68 1
P0 854144 1.29 1
P0 854146 1.30 1
P0 854148 2.14 2
P0 854149 1.30 1
P0 854150 1.90 1
P0 854151 2.58 1
P0 854155 1.30 1
P0 854157 2.13 2
P0 854158 1.30 1
P0 854159 0.84 1
P0 854162 1.30 1
P0 854163 1.30 1
P0 854166 1.30 1
P0 854170 1.30 1
P0 854172 1.90 1
P0 854174 0.61 1
P0 854175 0.60 1
P0 854176 0.60 1
P0 854177 0.60 1
P0 854179 2.58 1
P0 854180 0.68 1
P0 854181 1.30 1
P0 854182 2.58 1
P0 854184 1.30 1
P0 854185 1.30 1
P0 854189 1.30 1
P0 854191 0.68 1
P0 854196 0.68 1
P0 854197 1.30 1
P0 854198 0.68 1
P0 854200 1.30 1
P0 854202 1.91 2
P0 854208 1.30 1
P0 854212 1.90 1
P0 854213 0.60 1
P0 854214 2.58 1
P0 854215 0.60 1
P0 854216 2.58 1
P0 854217 1.74 1
P0 854218 1.98 1
P0 854219 1.90 1
P0 854220 0.60 1
P0 854223 1.30 1
P0 854225 0.60 1
P0 854233 1.98 1
P0 854236 1.91 2
P0 854239 1.98 1
P0 854240 0.61 1
P0 854244 3.19 2
P0 854246 3.87 2
P0 854248 3.19 1
P0 854249 1.89 2
P0 854250 1.90 1
P0 854251 0.68 1
P0 854252 3.19 1
P0 854253 1.90 1
P0 854254 1.90 1
P0 854256 1.90 1
P0 854257 1.28 2
P0 854258 1.98 1
P0 854260 2.58 1
P0 854262 0.68 1
P0 854263 1.98 1
P0 854264 0.60 1
P0 854265 0.68 1
P0 854268 1.90 1
P0 854269 1.90 1
P0 854270 0.60 1
P0 854272 1.30 1
P0 854279 1.30 1
P0 854285 1.98 1
P0 854289 1.98 1
P0 854290 0.61 1
P0 854291 1.30 1
P0 854294 1.98 1
P0 854303 1.30 1
P0 854318 1.30 1
P0 854323 0.61 1
P0 854325 1.30 1
P0 854326 1.30 1
P0 854327 0.61 1
P0 854329 0.68 1
P0 854330 1.30 1
P0 854333 1.30 1
P0 854337 1.98 1
P0 854338 2.14 2
P0 854341 1.30 1
P0 854342 1.30 1
P0 854346 0.68 1
P0 854348 1.30 1
P0 854353 1.91 2
P0 854354 1.30 1
P0 854355 1.98 1
P0 854357 1.30 1
P0 854361 1.29 1
P0 854364 1.30 1
P0 854368 2.59 1
P0 854375 0.68 1
P0 854377 1.30 1
P0 854381 0.68 1
P0 854384 1.98 1
P0 854388 1.28 2
P0 854389 0.60 1
P0 854390 0.60 1
P0 854391 1.89 2
P0 854392 1.90 1
P0 854393 1.30 1
P0 854395 1.28 2
P0 854396 0.60 1
P0 854398 1.30 1
P0 854399 1.30 1
P0 854401 1.30 1
P0 854402 1.30 1
P0 854403 2.59 2
P0 854404 1.30 1
P0 854407 1.30 1
P0 854412 1.30 1
P0 854414 1.30 1
P0 854417 0.84 1
P0 854418 1.75 2
P0 854422 0.68 1
P0 854424 1.90 1
P0 854425 0.68 1
P0 854426 2.58 1
P0 854427 3.04 2
P0 854428 0.60 1
P0 854431 0.60 1
P0 854432 0.60 1
P0 854434 0.60 1
P0 854438 3.72 2
P0 854439 2.58 1
P0 854441 1.30 1
P0 854443 1.29 1
P0 854444 1.30 1
P0 854447 1.30 1
P0 854449 1.90 1
P0 854450 1.30 1
P0 854456 1.30 1
P0 854458 0.45 1
P0 854461 1.98 1
P0 854462 1.90 1
P0 854463 1.90 1
P0 854465 1.90 1
P0 854466 0.60 1
P0 854467 1.28 2
P0 854469 1.90 1
P0 854471 1.30 1
P0 854472 1.30 1
P0 854473 1.30 1
P0 854474 1.90 1
P0 854475 1.30 1
P0 854476 1.98 1
P0 854477 2.51 2
P0 854479 0.60 1
P0 854481 5.17 2
P0 854482 1.29 1
P0 854483 0.45 1
P0 854485 1.29 1
P0 854486 1.29 1
P0 854491 1.29 1
P0 854492 0.45 1
P0 854494 0.61 1
P0 854495 1.30 1
P0 854497 1.30 1
P0 854500 3.04 2
P0 854508 1.30 1
P0 854509 0.68 1
P0 854523 1.29 1
P0 854525 1.13 2
P0 854528 0.68 1
P0 854533 1.30 1
P0 854534 1.98 1
P0 854535 1.29 1
P0 854536 0.68 1
P0 854539 1.30 1
P0 854545 1.30 1
P0 854547 1.30 1
P0 854552 1.98 1
P0 854554 0.68 1
P0 854566 1.98 1
P0 854569 1.29 1
P0 854570 1.30 1
P0 854573 1.98 1
P0 854574 1.91 2
P0 854576 2.59 2
P0 854578 1.30 1
P0 854579 1.30 1
P0 854589 1.30 1
P0 854591 0.61 1
P0 854595 2.13 1
P0 854597 0.68 1
P0 854604 1.30 1
P0 854605 1.90 1
P0 854606 1.91 2
P0 854609 1.30 1
P0 854610 1.30 1
P0 854617 0.45 1
P0 854620 1.29 1
P0 854622 0.45 1
P0 854623 1.29 1
P0 854628 0.61 1
P0 854630 0.61 1
P0 854632 1.30 1
P0 854635 1.90 1
P0 854636 1.98 1
P0 854637 1.30 1
P0 854640 1.90 1
P0 854641 1.28 2
P0 854642 1.30 1
P0 854643 0.68 1
P0 854644 1.30 1
P0 854646 1.98 1
P0 854647 2.58 1
P0 854649 4.49 2
P0 854650 1.97 2
P0 854653 1.30 1
P0 854655 1.98 1
P0 854660 0.68 1
P0 854662 0.88 1
P0 854663 0.68 1
P0 854664 1.30 1
P0 854665 1.29 1
P0 854671 0.68 1
P0 854675 2.59 2
P0 854678 2.58 1
P0 854679 1.90 1
P0 854680 1.98 1
P0 854681 1.30 1
P0 854682 1.30 1
P0 854683 1.90 1
P0 854684 1.28 2
P0 854686 1.30 1
P0 854688 1.90 1
P0 854689 1.90 1
P0 854690 1.98 1
P0 854691 1.30 1
P0 854695 1.98 1
P0 854697 2.59 1
P0 854699 1.30 1
P0 854701 3.20 3
P0 854704 1.29 1
P0 854709 0.45 1
P0 854713 1.30 1
P0 854718 3.88 1
P0 854724 1.29 1
P0 854725 1.29 1
P0 854740 1.30 1
P0 854743 1.30 1
P0 854751 1.30 1
P0 854763 1.30 1
P0 854769 1.90 1
P0 854780 1.29 1
P0 854781 1.30 1
P0 854784 1.29 1
P0 854791 0.68 1
P0 854792 1.97 2
P0 854811 1.30 1
P0 854815 1.91 2
P0 854819 1.30 1
P0 854827 0.68 1
P0 854830 1.90 2
P0 854832 0.68 1
P0 854838 2.59 2
P0 854846 1.30 1
P0 854857 1.98 1
P0 854862 1.30 1
P0 854868 1.30 1
P0 854869 1.30 1
P0 854872 1.29 1
P0 854876 0.68 1
P0 854877 1.30 1
P0 854886 1.98 1
P0 854888 1.30 1
P0 854892 1.30 1
P0 854893 1.98 1
P0 854894 0.68 1
P0 854899 0.68 1
P0 854909 0.88 1
P0 854910 1.30 1
P0 854926 1.29 1
P0 854931 1.30 1
P0 854932 0.61 1
P0 854933 1.29 1
P0 854944 1.98 1
P0 854946 2.59 2
P0 854951 1.29 1
P0 854953 0.61 1
P0 854954 1.29 1
P0 854956 0.68 1
P0 854962 2.58 1
P0 854977 1.90 1
P0 854978 0.61 1
P0 854980 0.68 1
P0 854984 1.98 1
P0 854988 1.29 1
P0 854991 1.90 1
P0 854996 1.30 1
P0 854998 2.58 1
P0 854999 2.58 1
P0 855008 1.97 2
P0 855011 1.29 1
P0 855015 0.61 1
P0 855018 1.30 1
P0 855021 1.29 1
P0 855027 1.29 1
P0 855028 0.68 1
P0 855034 1.90 1
P0 855051 2.81 2
P0 855057 0.68 1
P0 855067 0.61 1
P0 855068 1.75 2
P0 855092 1.98 1
P0 855097 1.30 1
P0 855102 0.61 1
P0 855103 0.61 1
P0 855104 0.45 1
P0 855107 1.29 1
P0 855119 1.06 2
P0 855121 0.45 1
P0 855124 1.29 1
P0 855131 0.45 1
P0 855137 2.58 1
P0 855138 0.68 1
P0 855139 1.30 1
P0 855143 3.19 1
P0 855145 1.29 1
P0 855147 2.58 1
P0 855154 2.58 1
P0 855157 2.58 1
P0 855174 2.58 1
P0 855178 1.90 1
P0 855181 1.29 1
P0 855184 1.74 1
P0 855188 0.68 1
P0 855189 1.90 1
P0 855194 0.61 1
P0 855195 0.68 1
P0 855198 2.58 1
P0 855200 1.90 1
P0 855205 1.97 2
P0 855207 2.58 1
P0 855210 1.90 1
P0 855213 2.58 1
P0 855214 2.58 1
P0 855218 1.29 1
P0 855219 0.61 1
P0 855223 0.68 1
P0 855224 2.58 1
P0 855225 2.58 1
P0 855228 2.58 1
P0 855231 0.68 1
P0 855232 2.58 1
P0 855234 0.68 1
P0 855235 2.13 2
P0 855236 1.29 1
P0 855246 2.58 1
P0 855247 2.58 1
P0 855254 1.90 1
P0 855259 0.68 1
P0 855260 1.90 1
P0 855261 1.97 2
P0 855263 1.90 1
P0 855266 3.42 1
P0 855271 2.58 1
P0 855272 1.90 1
P0 855273 2.58 1
P0 855275 0.45 1
P0 855276 1.29 1
P0 855277 2.35 2
P0 855282 1.29 1
P0 855284 1.90 1
P0 855285 2.58 1
P0 855287 2.58 1
P0 855290 2.58 1
P0 855301 1.29 1
P0 855302 0.61 1
P0 855303 0.61 1
P0 855307 0.68 1
P0 855309 0.68 1
P0 855312 0.45 1
P0 855313 1.90 1
P0 855322 2.58 1
P0 855323 2.58 1
P0 855325 2.58 1
P0 855331 0.68 1
P0 855332 2.58 1
P0 855333 2.58 1
P0 855337 2.58 1
P0 855338 3.87 2
P0 855339 0.68 1
P0 855340 1.29 1
P0 855341 2.42 3
P0 855344 0.61 1
P0 855346 2.58 1
P0 855348 0.68 1
P0 855349 0.68 1
P0 855351 1.29 1
P0 855353 2.58 1
P0 855354 2.85 3
P0 855374 1.29 1
P0 855387 0.68 1
P0 855393 2.42 3
P0 855394 1.13 2
P0 855406 0.61 1
P0 855417 2.58 1
P0 855419 1.29 1
P0 855431 1.29 1
P0 855448 1.29 1
P0 855452 0.68 1
P0 855454 2.58 1
P0 855455 1.90 1
P0 855459 1.97 2
P0 855460 1.29 1
P0 855462 3.71 3
P0 855466 0.68 1
P0 855467 1.90 1
P0 855471 0.45 1
P0 855491 2.35 2
P0 855496 1.74 1
P0 855501 1.97 2
P0 855526 1.90 1
P0 855527 1.29 1
P0 855528 0.68 1
P0 855533 1.90 1
P0 855534 0.68 1
P0 855539 0.61 1
P0 855558 0.61 1
P0 855562 0.61 1
P0 855569 2.58 1
P0 855570 2.58 1
P0 855574 2.13 1
P0 855575 1.90 2
P0 855630 1.29 1
P0 855642 0.68 1
P0 855666 1.29 1
P0 855708 1.90 1
P0 855742 2.58 1
P0 855743 1.71 2
P0 855744 1.90 1
P0 855750 0.68 1
P0 855751 1.29 1
P0 855786 1.90 1
P0 855787 1.29 1
P0 855791 2.58 1
P0 856229 1.29 1
P0 856234 0.61 1
P0 856235 1.29 1
P0 856241 3.19 2
P0 856245 1.90 1
P0 856246 0.61 1
P0 856256 1.29 1
P0 856258 1.90 1
P0 856270 0.61 1
P0 856271 3.19 2
P0 856276 1.90 1
P0 856277 1.29 1
P0 856281 1.29 1
P0 856283 1.90 1
P0 856288 0.61 1
P0 856295 2.35 2
P0 856301 0.61 1
P0 856318 0.61 1
P0 856323 1.90 1
P0 856329 1.29 1
P0 856330 0.61 1
P0 856331 1.90 1
P0 856343 1.90 1
P0 856353 0.61 1
P0 856355 1.29 1
P0 856365 0.61 1
P0 856366 1.29 1
P0 856373 0.61 1
P0 856379 0.61 1
P0 856389 1.90 1
P0 856390 1.29 1
P0 856391 0.61 1
P0 856395 0.61 1
P0 856396 2.74 1
P0 856415 0.61 1
P0 856420 1.29 1
P0 856426 1.90 1
P0 856432 0.45 1
P0 856436 1.90 1
P0 856437 1.90 1
P0 856438 0.61 1
P0 856440 0.61 1
P0 856442 1.30 1
P0 856444 1.90 1
P0 856448 1.28 2
P0 856449 1.99 2
P0 856450 1.29 1
P0 856451 1.28 2
P0 856453 1.98 1
P0 856456 1.28 2
P0 856460 2.59 1
P0 856461 1.72 2
P0 856462 3.03 2
P0 856466 1.29 1
P0 856467 0.45 1
P0 856469 0.24 1
P0 856472 0.61 1
P0 856474 1.97 2
P0 856475 2.40 2
P0 856476 0.45 1
P0 856477 2.58 1
P0 856478 0.60 1
P0 856479 1.29 1
P0 856480 0.45 1
P0 856481 0.61 1
P0 856484 1.90 1
P0 856485 1.30 1
P0 856487 1.71 2
P0 856490 0.61 1
P0 856493 0.60 1
P0 856495 1.90 1
P0 856496 3.87 2
P0 856499 0.61 1
P0 856508 0.60 1
P0 856511 0.45 1
P0 856513 0.84 1
P0 856514 2.51 2
P0 856516 1.74 1
P0 856517 0.69 1
P0 856519 1.13 2
P0 856520 0.69 1
P0 856521 2.58 1
P0 856522 2.58 1
P0 856523 1.30 1
P0 856525 1.30 1
P0 856526 1.37 2
P0 856527 2.96 3
P0 856528 1.13 2
P0 856529 0.60 1
P0 856532 0.60 1
P0 856533 0.45 1
P0 856534 1.30 1
P0 856537 1.29 1
P0 856539 1.98 1
P0 856540 0.68 1
P0 856541 1.30 1
P0 856543 0.60 1
P0 856545 4.33 2
P0 856550 0.60 1
P0 856551 0.69 1
P0 856552 1.75 2
P0 856553 0.69 1
P0 856554 0.68 1
P0 856555 1.30 1
P0 856556 1.30 1
P0 856557 0.45 1
P0 856558 2.43 2
P0 856559 0.68 1
P0 856561 0.68 1
P0 856562 1.29 1
P0 856563 3.12 2
P0 856564 0.68 1
P0 856565 1.20 2
P0 856567 1.30 1
P0 856571 1.98 1
P0 856573 3.26 3
P0 856575 0.69 1
P0 856576 2.51 3
P0 856577 0.45 1
P0 856579 0.60 1
P0 856580 0.69 1
P0 856581 2.59 2
P0 856583 1.90 1
P0 856586 0.60 1
P0 856587 1.29 1
P0 856589 1.30 1
P0 856590 1.29 1
P0 856592 1.30 1
P0 856596 0.68 1
P0 856597 1.90 1
P0 856598 2.59 1
P0 856599 1.13 2
P0 856600 1.37 2
P0 856601 1.75 2
P0 856603 0.69 1
P0 856606 1.30 1
P0 856607 0.60 1
P0 856608 0.68 1
P0 856609 0.60 1
P0 856610 1.29 1
P0 856612 1.29 1
P0 856613 0.45 1
P0 856615 1.29 1
P0 856616 1.90 1
P0 856617 0.60 1
P0 856619 1.29 1
P0 856622 1.30 1
P0 856625 0.42 1
P0 856627 0.68 1
P0 856631 0.61 1
P0 856635 1.05 2
P0 856636 1.99 2
P0 856637 1.14 1
P0 856639 1.98 1
P0 856640 0.69 1
P0 856641 0.68 1
P0 856642 2.59 1
P0 856643 0.69 1
P0 856645 1.30 1
P0 856646 2.59 1
P0 856647 1.13 2
P0 856649 0.68 1
P0 856651 1.30 1
P0 856653 1.66 3
P0 856654 1.33 2
P0 856655 0.60 1
P0 856657 1.37 2
P0 856658 0.60 1
P0 856659 0.60 1
P0 856660 1.74 2
P0 856662 1.91 2
P0 856663 0.68 1
P0 856665 1.30 1
P0 856667 2.51 2
P0 856668 1.29 1
P0 856671 1.05 2
P0 856672 1.30 1
P0 856673 0.45 1
P0 856674 0.68 1
P0 856676 0.60 1
P0 856678 1.13 2
P0 856680 1.14 1
P0 856682 2.59 1
P0 856687 0.60 1
P0 856688 0.24 1
P0 856691 2.49 3
P0 856696 1.30 2
P0 856697 0.24 1
P0 856699 1.30 1
P0 856700 1.37 2
P0 856705 0.60 1
P0 856707 1.98 1
P0 856709 1.90 1
P0 856710 0.45 1
P0 856712 1.90 1
P0 856713 0.84 1
P0 856714 2.44 2
P0 856715 0.60 1
P0 856717 0.61 1
P0 856720 2.58 1
P0 856721 0.24 1
P0 856723 0.45 1
P0 856727 2.44 2
P0 856729 1.90 1
P0 856730 1.05 2
P0 856732 0.68 1
P0 856734 2.59 2
P0 856735 1.90 1
P0 856736 0.68 1
P0 856737 0.68 1
P0 856743 1.30 1
P0 856744 3.43 3
P0 856745 0.45 1
P0 856751 0.45 1
P0 856755 0.68 1
P0 856758 0.68 1
P0 856760 1.30 2
P0 856764 0.68 1
P0 856765 1.30 1
P0 856766 0.60 1
P0 856768 1.98 1
P0 856769 1.30 1
P0 856770 0.69 1
P0 856771 0.69 1
P0 856773 0.60 1
P0 856774 0.45 1
P0 856777 2.59 1
P0 856778 1.90 1
P0 856782 0.60 1
P0 856784 1.29 1
P0 856786 1.98 1
P0 856788 2.59 1
P0 856789 0.60 1
P0 856790 0.69 1
P0 856793 2.43 2
P0 856801 1.30 1
P0 856803 0.24 1
P0 856804 1.14 1
P0 856805 1.37 2
P0 856806 1.13 2
P0 856807 0.68 1
P0 856808 0.60 1
P0 856809 3.27 1
P0 856810 1.98 1
P0 856811 1.30 1
P0 856813 1.90 1
P0 856814 0.68 1
P0 856817 1.14 1
P0 856818 0.69 1
P0 856819 1.74 1
P0 856821 0.69 1
P0 856823 1.30 1
P0 856824 1.97 2
P0 856825 2.58 2
P0 856827 1.28 2
P0 856828 1.30 1
P0 856829 0.69 1
P0 856831 1.29 1
P0 856833 1.37 2
P0 856835 0.69 1
P0 856836 2.59 1
P0 856839 1.99 2
P0 856840 1.89 2
P0 856842 0.68 1
P0 856843 0.60 1
P0 856845 3.03 2
P0 856846 1.99 2
P0 856848 0.45 1
P0 856849 0.45 1
P0 856850 0.60 1
P0 856852 1.90 1
P0 856853 1.28 2
P0 856860 0.24 1
P0 856861 0.45 1
P0 856862 2.42 2
P0 856865 1.53 2
P0 856866 1.30 1
P0 856867 0.45 1
P0 856868 1.99 2
P0 856869 0.45 1
P0 856871 0.69 1
P0 856872 1.30 1
P0 856874 1.90 1
P0 856875 2.59 1
P0 856876 1.97 2
P0 856877 1.30 1
P0 856879 0.68 1
P0 856880 0.69 1
P0 856884 1.14 1
P0 856886 1.28 2
P0 856890 0.60 1
P0 856892 2.74 1
P0 856894 1.89 2
P0 856895 2.43 2
P0 856896 0.68 1
P0 856899 0.61 1
P0 856903 1.13 2
P0 856908 1.73 3
P0 856910 0.60 1
P0 856911 2.59 1
P0 856914 1.99 2
P0 856916 0.69 1
P0 856918 2.67 2
P0 856919 0.60 1
P0 856920 1.29 1
P0 856921 1.30 1
P0 856923 1.21 2
P0 856925 0.69 1
P0 856927 2.14 2
P0 856928 1.73 2
P0 856932 1.37 2
P0 856933 0.45 1
P0 856934 0.68 1
P0 856937 0.68 1
P0 856938 1.05 2
P0 856940 0.68 1
P0 856941 0.60 1
P0 856942 0.45 1
P0 856945 0.60 1
P0 856947 0.61 1
P0 856948 0.45 1
P0 856950 1.30 1
P0 856952 0.45 1
P0 856953 0.60 1
P0 856954 1.30 1
P0 856955 3.27 1
P0 856957 1.30 1
P0 856958 3.04 1
P0 856960 1.30 1
P0 856963 1.29 1
P0 856965 0.61 1
P0 856966 1.98 1
P0 856969 1.99 2
P0 856970 0.61 1
P0 856972 0.45 1
P0 856973 0.69 1
P0 856974 1.89 2
P0 856975 1.98 1
P0 856976 1.13 2
P0 856977 0.45 1
P0 856978 1.99 2
P0 856979 0.68 1
P0 856980 0.60 1
P0 856982 1.98 1
P0 856984 1.98 1
P0 856987 0.60 1
P0 856993 1.98 1
P0 856995 1.29 1
P0 856999 0.60 1
P0 857000 0.60 1
P0 857003 1.30 1
P0 857006 1.30 1
P0 857011 0.60 1
P0 857012 1.13 2
P0 857016 0.45 1
P0 857017 1.90 1
P0 857019 1.30 1
P0 857020 0.69 1
P0 857021 0.60 1
P0 857023 0.60 1
P0 857024 1.89 2
P0 857030 0.45 1
P0 857034 1.30 1
P0 857035 1.29 1
P0 857038 1.37 2
P0 857040 1.30 1
P0 857041 0.68 1
P0 857042 0.60 1
P0 857043 2.59 1
P0 857044 1.74 2
P0 857047 0.68 1
P0 857048 1.90 1
P0 857050 0.45 1
P0 857051 0.45 1
P0 857052 0.60 1
P0 857054 0.68 1
P0 857055 2.44 2
P0 857056 0.45 1
P0 857057 3.43 2
P0 857058 0.69 1
